infinitive,infinitive_english,mood,mood_english,tense,tense_english,form_1s,form_1s_english,form_2s,form_2s_english,form_3s,form_3s_english,form_1p,form_1p_english,form_2p,form_2p_english,form_3p,form_3p_english,gerund,gerund_english,pastparticiple,pastparticiple_english
importar,to import,Indicativo,Indicative,Imperfecto,Imperfect,importaba,was importing,importabas,were importing,importaba,was importing,importábamos,were importing,importabais,were importing,importaban,were importing,importando,importing,importado,imported
importar,to import,Indicativo,Indicative,Pretérito,Preterite,importé,imported,importaste,imported,importó,imported,importamos,imported,importasteis,imported,importaron,imported,importando,importing,importado,imported
importar,to import,Indicativo,Indicative,Condicional,Conditional,importaría,would import,importarías,would import,importaría,would import,importaríamos,would import,importaríais,would import,importarían,would import,importando,importing,importado,imported
importar,to import,Indicativo,Indicative,Presente perfecto,Present Perfect,he importado,have imported,has importado,have imported,ha importado,has imported,hemos importado,have imported,habéis importado,have imported,han importado,have imported,importando,importing,importado,imported
importar,to import,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré importado,will have imported,habrás importado,will have imported,habrá importado,will have imported,habremos importado,will have imported,habréis importado,will have imported,habrán importado,will have imported,importando,importing,importado,imported
importar,to import,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había importado,had imported,habías importado,had imported,había importado,had imported,habíamos importado,had imported,habíais importado,had imported,habían importado,had imported,importando,importing,importado,imported
importar,to import,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube importado,,hubiste importado,,hubo importado,,hubimos importado,,hubisteis importado,,hubieron importado,,importando,importing,importado,imported
importar,to import,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría importado,would have imported,habrías importado,would have imported,habría importado,would have imported,habríamos importado,would have imported,habríais importado,would have imported,habrían importado,would have imported,importando,importing,importado,imported
importar,to import,Subjuntivo,Subjunctive,Presente,Present,importe,import,importes,import,importe,imports,importemos,import,importéis,import,importen,import,importando,importing,importado,imported
importar,to import,Subjuntivo,Subjunctive,Imperfecto,Imperfect,importara,was importing,importaras,were importing,importara,was importing,importáramos,were importing,importarais,were importing,importaran,were importing,importando,importing,importado,imported
importar,to import,Subjuntivo,Subjunctive,Futuro,Future,importare,will import,importares,will import,importare,will import,importáremos,will import,importareis,will import,importaren,will import,importando,importing,importado,imported
importar,to import,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya importado,have imported,hayas importado,have imported,haya importado,has imported,hayamos importado,have imported,hayáis importado,have imported,hayan importado,have imported,importando,importing,importado,imported
importar,to import,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere importado,will have imported,hubieres importado,will have imported,hubiere importado,will have imported,hubiéremos importado,will have imported,hubiereis importado,will have imported,hubieren importado,will have imported,importando,importing,importado,imported
importar,to import,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera importado,had imported,hubieras importado,had imported,hubiera importado,had imported,hubiéramos importado,had imported,hubierais importado,had imported,hubieran importado,had imported,importando,importing,importado,imported
importar,to import,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,import,importa,import,importad,imports,,import,importe,import,importen,import,importando,importing,importado,imported
importar,to import,Imperativo Negativo,Imperative Negative,Presente,Present,,import,no importes,import,no importéis,imports,,import,no importe,import,no importen,import,importando,importing,importado,imported
imprimir,to print,Indicativo,Indicative,Presente,Present,imprimo,print,imprimes,print,imprime,prints,imprimimos,print,imprimís,print,imprimen,print,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Indicativo,Indicative,Futuro,Future,imprimiré,will print,imprimirás,will print,imprimirá,will print,imprimiremos,will print,imprimiréis,will print,imprimirán,will print,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Indicativo,Indicative,Imperfecto,Imperfect,imprimía,was printing,imprimías,were printing,imprimía,was printing,imprimíamos,were printing,imprimíais,were printing,imprimían,were printing,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Indicativo,Indicative,Pretérito,Preterite,imprimí,printed,imprimiste,printed,imprimió,printed,imprimimos,printed,imprimisteis,printed,imprimieron,printed,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Indicativo,Indicative,Condicional,Conditional,imprimiría,would print,imprimirías,would print,imprimiría,would print,imprimiríamos,would print,imprimiríais,would print,imprimirían,would print,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Indicativo,Indicative,Presente perfecto,Present Perfect,he imprimido,have printed,has imprimido,have printed,ha imprimido,has printed,hemos imprimido,have printed,habéis imprimido,have printed,han imprimido,have printed,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré imprimido,will have printed,habrás imprimido,will have printed,habrá imprimido,will have printed,habremos imprimido,will have printed,habréis imprimido,will have printed,habrán imprimido,will have printed,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había imprimido,had printed,habías imprimido,had printed,había imprimido,had printed,habíamos imprimido,had printed,habíais imprimido,had printed,habían imprimido,had printed,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube imprimido,,hubiste imprimido,,hubo imprimido,,hubimos imprimido,,hubisteis imprimido,,hubieron imprimido,,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría imprimido,would have printed,habrías imprimido,would have printed,habría imprimido,would have printed,habríamos imprimido,would have printed,habríais imprimido,would have printed,habrían imprimido,would have printed,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Subjuntivo,Subjunctive,Presente,Present,imprima,print,imprimas,print,imprima,prints,imprimamos,print,imprimáis,print,impriman,print,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Subjuntivo,Subjunctive,Imperfecto,Imperfect,imprimiera,was printing,imprimieras,were printing,imprimiera,was printing,imprimiéramos,were printing,imprimierais,were printing,imprimieran,were printing,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Subjuntivo,Subjunctive,Futuro,Future,imprimiere,will print,imprimieres,will print,imprimiere,will print,imprimiéremos,will print,imprimiereis,will print,imprimieren,will print,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya imprimido,have printed,hayas imprimido,have printed,haya imprimido,has printed,hayamos imprimido,have printed,hayáis imprimido,have printed,hayan imprimido,have printed,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere imprimido,will have printed,hubieres imprimido,will have printed,hubiere imprimido,will have printed,hubiéremos imprimido,will have printed,hubiereis imprimido,will have printed,hubieren imprimido,will have printed,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera imprimido,had printed,hubieras imprimido,had printed,hubiera imprimido,had printed,hubiéramos imprimido,had printed,hubierais imprimido,had printed,hubieran imprimido,had printed,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,print,imprime,print,imprimid,prints,,print,imprima,print,impriman,print,imprimiendo,printing,"imprimido, impreso",printed
imprimir,to print,Imperativo Negativo,Imperative Negative,Presente,Present,,print,no imprimas,print,no imprimáis,prints,,print,no imprima,print,no impriman,print,imprimiendo,printing,"imprimido, impreso",printed
incluir,to include,Indicativo,Indicative,Presente,Present,incluyo,include,incluyes,include,incluye,includes,incluimos,include,incluís,include,incluyen,include,incluyendo,including,incluido,included
incluir,to include,Indicativo,Indicative,Futuro,Future,incluiré,will include,incluirás,will include,incluirá,will include,incluiremos,will include,incluiréis,will include,incluirán,will include,incluyendo,including,incluido,included
incluir,to include,Indicativo,Indicative,Imperfecto,Imperfect,incluía,was including,incluías,were including,incluía,was including,incluíamos,were including,incluíais,were including,incluían,were including,incluyendo,including,incluido,included
incluir,to include,Indicativo,Indicative,Pretérito,Preterite,incluí,included,incluiste,included,incluyó,included,incluimos,included,incluisteis,included,incluyeron,included,incluyendo,including,incluido,included
incluir,to include,Indicativo,Indicative,Condicional,Conditional,incluiría,would include,incluirías,would include,incluiría,would include,incluiríamos,would include,incluiríais,would include,incluirían,would include,incluyendo,including,incluido,included
incluir,to include,Indicativo,Indicative,Presente perfecto,Present Perfect,he incluido,have included,has incluido,have included,ha incluido,has included,hemos incluido,have included,habéis incluido,have included,han incluido,have included,incluyendo,including,incluido,included
incluir,to include,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré incluido,will have included,habrás incluido,will have included,habrá incluido,will have included,habremos incluido,will have included,habréis incluido,will have included,habrán incluido,will have included,incluyendo,including,incluido,included
incluir,to include,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había incluido,had included,habías incluido,had included,había incluido,had included,habíamos incluido,had included,habíais incluido,had included,habían incluido,had included,incluyendo,including,incluido,included
incluir,to include,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube incluido,,hubiste incluido,,hubo incluido,,hubimos incluido,,hubisteis incluido,,hubieron incluido,,incluyendo,including,incluido,included
incluir,to include,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría incluido,would have included,habrías incluido,would have included,habría incluido,would have included,habríamos incluido,would have included,habríais incluido,would have included,habrían incluido,would have included,incluyendo,including,incluido,included
incluir,to include,Subjuntivo,Subjunctive,Presente,Present,incluya,include,incluyas,include,incluya,includes,incluyamos,include,incluyáis,include,incluyan,include,incluyendo,including,incluido,included
incluir,to include,Subjuntivo,Subjunctive,Imperfecto,Imperfect,incluyera,was including,incluyeras,were including,incluyera,was including,incluyéramos,were including,incluyerais,were including,incluyeran,were including,incluyendo,including,incluido,included
incluir,to include,Subjuntivo,Subjunctive,Futuro,Future,incluyere,will include,incluyeres,will include,incluyere,will include,incluyéremos,will include,incluyereis,will include,incluyeren,will include,incluyendo,including,incluido,included
incluir,to include,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya incluido,have included,hayas incluido,have included,haya incluido,has included,hayamos incluido,have included,hayáis incluido,have included,hayan incluido,have included,incluyendo,including,incluido,included
incluir,to include,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere incluido,will have included,hubieres incluido,will have included,hubiere incluido,will have included,hubiéremos incluido,will have included,hubiereis incluido,will have included,hubieren incluido,will have included,incluyendo,including,incluido,included
incluir,to include,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera incluido,had included,hubieras incluido,had included,hubiera incluido,had included,hubiéramos incluido,had included,hubierais incluido,had included,hubieran incluido,had included,incluyendo,including,incluido,included
incluir,to include,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,include,incluye,include,incluid,includes,,include,incluya,include,incluyan,include,incluyendo,including,incluido,included
incluir,to include,Imperativo Negativo,Imperative Negative,Presente,Present,,include,no incluyas,include,no incluyáis,includes,,include,no incluya,include,no incluyan,include,incluyendo,including,incluido,included
indicar,to indicate,Indicativo,Indicative,Presente,Present,indico,indicate,indicas,indicate,indica,indicates,indicamos,indicate,indicáis,indicate,indican,indicate,indicando,indicating,indicado,indicated
indicar,to indicate,Indicativo,Indicative,Futuro,Future,indicaré,will indicate,indicarás,will indicate,indicará,will indicate,indicaremos,will indicate,indicaréis,will indicate,indicarán,will indicate,indicando,indicating,indicado,indicated
indicar,to indicate,Indicativo,Indicative,Imperfecto,Imperfect,indicaba,was indicating,indicabas,were indicating,indicaba,was indicating,indicábamos,were indicating,indicabais,were indicating,indicaban,were indicating,indicando,indicating,indicado,indicated
indicar,to indicate,Indicativo,Indicative,Pretérito,Preterite,indiqué,indicated,indicaste,indicated,indicó,indicated,indicamos,indicated,indicasteis,indicated,indicaron,indicated,indicando,indicating,indicado,indicated
indicar,to indicate,Indicativo,Indicative,Condicional,Conditional,indicaría,would indicate,indicarías,would indicate,indicaría,would indicate,indicaríamos,would indicate,indicaríais,would indicate,indicarían,would indicate,indicando,indicating,indicado,indicated
indicar,to indicate,Indicativo,Indicative,Presente perfecto,Present Perfect,he indicado,have indicated,has indicado,have indicated,ha indicado,has indicated,hemos indicado,have indicated,habéis indicado,have indicated,han indicado,have indicated,indicando,indicating,indicado,indicated
indicar,to indicate,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré indicado,will have indicated,habrás indicado,will have indicated,habrá indicado,will have indicated,habremos indicado,will have indicated,habréis indicado,will have indicated,habrán indicado,will have indicated,indicando,indicating,indicado,indicated
indicar,to indicate,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había indicado,had indicated,habías indicado,had indicated,había indicado,had indicated,habíamos indicado,had indicated,habíais indicado,had indicated,habían indicado,had indicated,indicando,indicating,indicado,indicated
indicar,to indicate,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube indicado,,hubiste indicado,,hubo indicado,,hubimos indicado,,hubisteis indicado,,hubieron indicado,,indicando,indicating,indicado,indicated
indicar,to indicate,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría indicado,would have indicated,habrías indicado,would have indicated,habría indicado,would have indicated,habríamos indicado,would have indicated,habríais indicado,would have indicated,habrían indicado,would have indicated,indicando,indicating,indicado,indicated
indicar,to indicate,Subjuntivo,Subjunctive,Presente,Present,indique,indicate,indiques,indicate,indique,indicates,indiquemos,indicate,indiquéis,indicate,indiquen,indicate,indicando,indicating,indicado,indicated
indicar,to indicate,Subjuntivo,Subjunctive,Imperfecto,Imperfect,indicara,was indicating,indicaras,were indicating,indicara,was indicating,indicáramos,were indicating,indicarais,were indicating,indicaran,were indicating,indicando,indicating,indicado,indicated
indicar,to indicate,Subjuntivo,Subjunctive,Futuro,Future,indicare,will indicate,indicares,will indicate,indicare,will indicate,indicáremos,will indicate,indicareis,will indicate,indicaren,will indicate,indicando,indicating,indicado,indicated
indicar,to indicate,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya indicado,have indicated,hayas indicado,have indicated,haya indicado,has indicated,hayamos indicado,have indicated,hayáis indicado,have indicated,hayan indicado,have indicated,indicando,indicating,indicado,indicated
indicar,to indicate,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere indicado,will have indicated,hubieres indicado,will have indicated,hubiere indicado,will have indicated,hubiéremos indicado,will have indicated,hubiereis indicado,will have indicated,hubieren indicado,will have indicated,indicando,indicating,indicado,indicated
indicar,to indicate,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera indicado,had indicated,hubieras indicado,had indicated,hubiera indicado,had indicated,hubiéramos indicado,had indicated,hubierais indicado,had indicated,hubieran indicado,had indicated,indicando,indicating,indicado,indicated
indicar,to indicate,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,indicate,indica,indicate,indicad,indicates,,indicate,indique,indicate,indiquen,indicate,indicando,indicating,indicado,indicated
indicar,to indicate,Imperativo Negativo,Imperative Negative,Presente,Present,,indicate,no indiques,indicate,no indiquéis,indicates,,indicate,no indique,indicate,no indiquen,indicate,indicando,indicating,indicado,indicated
inducir,to induce,Indicativo,Indicative,Presente,Present,induzco,induce,induces,induce,induce,induces,inducimos,induce,inducís,induce,inducen,induce,induciendo,inducing,inducido,induced
inducir,to induce,Indicativo,Indicative,Futuro,Future,induciré,will induce,inducirás,will induce,inducirá,will induce,induciremos,will induce,induciréis,will induce,inducirán,will induce,induciendo,inducing,inducido,induced
inducir,to induce,Indicativo,Indicative,Imperfecto,Imperfect,inducía,was inducing,inducías,were inducing,inducía,was inducing,inducíamos,were inducing,inducíais,were inducing,inducían,were inducing,induciendo,inducing,inducido,induced
inducir,to induce,Indicativo,Indicative,Pretérito,Preterite,induje,induced,indujiste,induced,indujo,induced,indujimos,induced,indujisteis,induced,indujeron,induced,induciendo,inducing,inducido,induced
inducir,to induce,Indicativo,Indicative,Condicional,Conditional,induciría,would induce,inducirías,would induce,induciría,would induce,induciríamos,would induce,induciríais,would induce,inducirían,would induce,induciendo,inducing,inducido,induced
inducir,to induce,Indicativo,Indicative,Presente perfecto,Present Perfect,he inducido,have induced,has inducido,have induced,ha inducido,has induced,hemos inducido,have induced,habéis inducido,have induced,han inducido,have induced,induciendo,inducing,inducido,induced
inducir,to induce,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré inducido,will have induced,habrás inducido,will have induced,habrá inducido,will have induced,habremos inducido,will have induced,habréis inducido,will have induced,habrán inducido,will have induced,induciendo,inducing,inducido,induced
inducir,to induce,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había inducido,had induced,habías inducido,had induced,había inducido,had induced,habíamos inducido,had induced,habíais inducido,had induced,habían inducido,had induced,induciendo,inducing,inducido,induced
inducir,to induce,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube inducido,,hubiste inducido,,hubo inducido,,hubimos inducido,,hubisteis inducido,,hubieron inducido,,induciendo,inducing,inducido,induced
inducir,to induce,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría inducido,would have induced,habrías inducido,would have induced,habría inducido,would have induced,habríamos inducido,would have induced,habríais inducido,would have induced,habrían inducido,would have induced,induciendo,inducing,inducido,induced
inducir,to induce,Subjuntivo,Subjunctive,Presente,Present,induzca,induce,induzcas,induce,induzca,induces,induzcamos,induce,induzcáis,induce,induzcan,induce,induciendo,inducing,inducido,induced
inducir,to induce,Subjuntivo,Subjunctive,Imperfecto,Imperfect,indujera,was inducing,indujeras,were inducing,indujera,was inducing,indujéramos,were inducing,indujerais,were inducing,indujeran,were inducing,induciendo,inducing,inducido,induced
inducir,to induce,Subjuntivo,Subjunctive,Futuro,Future,indujere,will induce,indujeres,will induce,indujere,will induce,indujéremos,will induce,indujereis,will induce,indujeren,will induce,induciendo,inducing,inducido,induced
inducir,to induce,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya inducido,have induced,hayas inducido,have induced,haya inducido,has induced,hayamos inducido,have induced,hayáis inducido,have induced,hayan inducido,have induced,induciendo,inducing,inducido,induced
inducir,to induce,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere inducido,will have induced,hubieres inducido,will have induced,hubiere inducido,will have induced,hubiéremos inducido,will have induced,hubiereis inducido,will have induced,hubieren inducido,will have induced,induciendo,inducing,inducido,induced
inducir,to induce,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera inducido,had induced,hubieras inducido,had induced,hubiera inducido,had induced,hubiéramos inducido,had induced,hubierais inducido,had induced,hubieran inducido,had induced,induciendo,inducing,inducido,induced
inducir,to induce,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,induce,induce,induce,inducid,induces,,induce,induzca,induce,induzcan,induce,induciendo,inducing,inducido,induced
inducir,to induce,Imperativo Negativo,Imperative Negative,Presente,Present,,induce,no induzcas,induce,no induzcáis,induces,,induce,no induzca,induce,no induzcan,induce,induciendo,inducing,inducido,induced
influir,to influence,Indicativo,Indicative,Presente,Present,influyo,influence,influyes,influence,influye,influences,influimos,influence,influís,influence,influyen,influence,influyendo,influencing,influido,influenced
influir,to influence,Indicativo,Indicative,Futuro,Future,influiré,will influence,influirás,will influence,influirá,will influence,influiremos,will influence,influiréis,will influence,influirán,will influence,influyendo,influencing,influido,influenced
influir,to influence,Indicativo,Indicative,Imperfecto,Imperfect,influía,was influencing,influías,were influencing,influía,was influencing,influíamos,were influencing,influíais,were influencing,influían,were influencing,influyendo,influencing,influido,influenced
influir,to influence,Indicativo,Indicative,Pretérito,Preterite,influí,influenced,influiste,influenced,influyó,influenced,influimos,influenced,influisteis,influenced,influyeron,influenced,influyendo,influencing,influido,influenced
influir,to influence,Indicativo,Indicative,Condicional,Conditional,influiría,would influence,influirías,would influence,influiría,would influence,influiríamos,would influence,influiríais,would influence,influirían,would influence,influyendo,influencing,influido,influenced
influir,to influence,Indicativo,Indicative,Presente perfecto,Present Perfect,he influido,have influenced,has influido,have influenced,ha influido,has influenced,hemos influido,have influenced,habéis influido,have influenced,han influido,have influenced,influyendo,influencing,influido,influenced
influir,to influence,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré influido,will have influenced,habrás influido,will have influenced,habrá influido,will have influenced,habremos influido,will have influenced,habréis influido,will have influenced,habrán influido,will have influenced,influyendo,influencing,influido,influenced
influir,to influence,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había influido,had influenced,habías influido,had influenced,había influido,had influenced,habíamos influido,had influenced,habíais influido,had influenced,habían influido,had influenced,influyendo,influencing,influido,influenced
influir,to influence,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube influido,,hubiste influido,,hubo influido,,hubimos influido,,hubisteis influido,,hubieron influido,,influyendo,influencing,influido,influenced
influir,to influence,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría influido,would have influenced,habrías influido,would have influenced,habría influido,would have influenced,habríamos influido,would have influenced,habríais influido,would have influenced,habrían influido,would have influenced,influyendo,influencing,influido,influenced
influir,to influence,Subjuntivo,Subjunctive,Presente,Present,influya,influence,influyas,influence,influya,influences,influyamos,influence,influyáis,influence,influyan,influence,influyendo,influencing,influido,influenced
influir,to influence,Subjuntivo,Subjunctive,Imperfecto,Imperfect,influyera,was influencing,influyeras,were influencing,influyera,was influencing,influyéramos,were influencing,influyerais,were influencing,influyeran,were influencing,influyendo,influencing,influido,influenced
influir,to influence,Subjuntivo,Subjunctive,Futuro,Future,influyere,will influence,influyeres,will influence,influyere,will influence,influyéremos,will influence,influyereis,will influence,influyeren,will influence,influyendo,influencing,influido,influenced
influir,to influence,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya influido,have influenced,hayas influido,have influenced,haya influido,has influenced,hayamos influido,have influenced,hayáis influido,have influenced,hayan influido,have influenced,influyendo,influencing,influido,influenced
influir,to influence,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere influido,will have influenced,hubieres influido,will have influenced,hubiere influido,will have influenced,hubiéremos influido,will have influenced,hubiereis influido,will have influenced,hubieren influido,will have influenced,influyendo,influencing,influido,influenced
influir,to influence,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera influido,had influenced,hubieras influido,had influenced,hubiera influido,had influenced,hubiéramos influido,had influenced,hubierais influido,had influenced,hubieran influido,had influenced,influyendo,influencing,influido,influenced
influir,to influence,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,influence,influye,influence,influid,influences,,influence,influya,influence,influyan,influence,influyendo,influencing,influido,influenced
influir,to influence,Imperativo Negativo,Imperative Negative,Presente,Present,,influence,no influyas,influence,no influyáis,influences,,influence,no influya,influence,no influyan,influence,influyendo,influencing,influido,influenced
informar,"to inform, tell, announce",Indicativo,Indicative,Presente,Present,informo,inform,informas,inform,informa,informs,informamos,inform,informáis,inform,informan,inform,informando,informing,informado,informed
informar,"to inform, tell, announce",Indicativo,Indicative,Futuro,Future,informaré,will inform,informarás,will inform,informará,will inform,informaremos,will inform,informaréis,will inform,informarán,will inform,informando,informing,informado,informed
informar,"to inform, tell, announce",Indicativo,Indicative,Imperfecto,Imperfect,informaba,was informing,informabas,were informing,informaba,was informing,informábamos,were informing,informabais,were informing,informaban,were informing,informando,informing,informado,informed
informar,"to inform, tell, announce",Indicativo,Indicative,Pretérito,Preterite,informé,informed,informaste,informed,informó,informed,informamos,informed,informasteis,informed,informaron,informed,informando,informing,informado,informed
informar,"to inform, tell, announce",Indicativo,Indicative,Condicional,Conditional,informaría,would inform,informarías,would inform,informaría,would inform,informaríamos,would inform,informaríais,would inform,informarían,would inform,informando,informing,informado,informed
informar,"to inform, tell, announce",Indicativo,Indicative,Presente perfecto,Present Perfect,he informado,have informed,has informado,have informed,ha informado,has informed,hemos informado,have informed,habéis informado,have informed,han informado,have informed,informando,informing,informado,informed
informar,"to inform, tell, announce",Indicativo,Indicative,Futuro perfecto,Future Perfect,habré informado,will have informed,habrás informado,will have informed,habrá informado,will have informed,habremos informado,will have informed,habréis informado,will have informed,habrán informado,will have informed,informando,informing,informado,informed
informar,"to inform, tell, announce",Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había informado,had informed,habías informado,had informed,había informado,had informed,habíamos informado,had informed,habíais informado,had informed,habían informado,had informed,informando,informing,informado,informed
informar,"to inform, tell, announce",Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube informado,,hubiste informado,,hubo informado,,hubimos informado,,hubisteis informado,,hubieron informado,,informando,informing,informado,informed
informar,"to inform, tell, announce",Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría informado,would have informed,habrías informado,would have informed,habría informado,would have informed,habríamos informado,would have informed,habríais informado,would have informed,habrían informado,would have informed,informando,informing,informado,informed
informar,"to inform, tell, announce",Subjuntivo,Subjunctive,Presente,Present,informe,inform,informes,inform,informe,informs,informemos,inform,informéis,inform,informen,inform,informando,informing,informado,informed
informar,"to inform, tell, announce",Subjuntivo,Subjunctive,Imperfecto,Imperfect,informara,was informing,informaras,were informing,informara,was informing,informáramos,were informing,informarais,were informing,informaran,were informing,informando,informing,informado,informed
informar,"to inform, tell, announce",Subjuntivo,Subjunctive,Futuro,Future,informare,will inform,informares,will inform,informare,will inform,informáremos,will inform,informareis,will inform,informaren,will inform,informando,informing,informado,informed
informar,"to inform, tell, announce",Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya informado,have informed,hayas informado,have informed,haya informado,has informed,hayamos informado,have informed,hayáis informado,have informed,hayan informado,have informed,informando,informing,informado,informed
informar,"to inform, tell, announce",Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere informado,will have informed,hubieres informado,will have informed,hubiere informado,will have informed,hubiéremos informado,will have informed,hubiereis informado,will have informed,hubieren informado,will have informed,informando,informing,informado,informed
informar,"to inform, tell, announce",Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera informado,had informed,hubieras informado,had informed,hubiera informado,had informed,hubiéramos informado,had informed,hubierais informado,had informed,hubieran informado,had informed,informando,informing,informado,informed
informar,"to inform, tell, announce",Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,inform,informa,inform,informad,informs,,inform,informe,inform,informen,inform,informando,informing,informado,informed
informar,"to inform, tell, announce",Imperativo Negativo,Imperative Negative,Presente,Present,,inform,no informes,inform,no informéis,informs,,inform,no informe,inform,no informen,inform,informando,informing,informado,informed
iniciar,"to initiate, begin, start",Indicativo,Indicative,Presente,Present,inicio,initiate,inicias,initiate,inicia,initiates,iniciamos,initiate,iniciáis,initiate,inician,initiate,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Indicativo,Indicative,Futuro,Future,iniciaré,will initiate,iniciarás,will initiate,iniciará,will initiate,iniciaremos,will initiate,iniciaréis,will initiate,iniciarán,will initiate,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Indicativo,Indicative,Imperfecto,Imperfect,iniciaba,was initiating,iniciabas,were initiating,iniciaba,was initiating,iniciábamos,were initiating,iniciabais,were initiating,iniciaban,were initiating,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Indicativo,Indicative,Pretérito,Preterite,inicié,initiated,iniciaste,initiated,inició,initiated,iniciamos,initiated,iniciasteis,initiated,iniciaron,initiated,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Indicativo,Indicative,Condicional,Conditional,iniciaría,would initiate,iniciarías,would initiate,iniciaría,would initiate,iniciaríamos,would initiate,iniciaríais,would initiate,iniciarían,would initiate,iniciando,initiating,iniciado,initiated
iniciar,"to initiate, begin, start",Indicativo,Indicative,Presente perfecto,Present Perfect,he iniciado,have initiated,has iniciado,have initiated,ha iniciado,has initiated,hemos iniciado,have initiated,habéis iniciado,have initiated,han iniciado,have initiated,iniciando,initiating,iniciado,initiated
